CódigoTransação,DataVenda,Status,FormaPagamento,Produto,Parcelas,ValorParcela,ValorVenda,ValorComissão,ValorTotalVenda,TipoCheckout,Vendedor
PPCPMTB5DI3JMH,16/02/2024 11:09:55,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGHKG7,12/02/2024 14:33:00,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGHOI2,12/02/2024 14:48:10,Aprovado,Cartão de Crédito,Produto principal,12,9.74,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGHOG0,12/02/2024 14:47:44,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGHO0P,12/02/2024 14:45:45,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGHLIM,12/02/2024 14:37:32,Aprovado,Cartão de Crédito,Produto principal,12,9.74,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGHLI9,12/02/2024 14:37:21,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGHKPH,12/02/2024 14:34:32,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGHK95,12/02/2024 14:32:00,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGI4HC,12/02/2024 15:11:08,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGI4D9,12/02/2024 15:10:46,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGDLFI,12/02/2024 08:54:20,Aprovado,Cartão de Crédito,Produto principal,12,9.74,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGGEHK,12/02/2024 12:28:53,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGGD8L,12/02/2024 12:23:22,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGF80F,12/02/2024 10:24:46,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGF6GL,12/02/2024 10:19:47,Aprovado,Cartão de Crédito,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGI0C5,12/02/2024 14:54:47,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGGFH6,12/02/2024 12:33:24,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGF53K,12/02/2024 10:14:06,Expirado,Pix,Produto principal,1,0.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGIH70,12/02/2024 16:01:41,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGGHAP,12/02/2024 12:40:16,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGGFKI,12/02/2024 12:33:55,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGHI97,12/02/2024 14:24:59,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGHIB5,12/02/2024 14:25:16,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGHINJ,12/02/2024 14:26:52,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGHJP7,12/02/2024 14:30:44,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGIH02,12/02/2024 16:00:42,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGI5O9,12/02/2024 15:16:00,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGIEMA,12/02/2024 15:51:30,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGID0J,12/02/2024 15:44:17,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGICD9,12/02/2024 15:42:00,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGIC00,12/02/2024 15:40:04,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGI9L3,12/02/2024 15:31:17,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGI6EF,12/02/2024 15:18:27,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGF6EP,12/02/2024 10:19:29,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGF4EM,12/02/2024 10:11:49,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGCMG1,12/02/2024 07:18:28,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGFOOI,12/02/2024 11:26:26,Rejeitado,Cartão de Crédito,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGGA99,12/02/2024 12:10:46,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGG8DK,12/02/2024 12:03:05,Aprovado,Cartão de Crédito,Produto principal,12,9.74,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGG7L8,12/02/2024 12:00:20,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGG65G,12/02/2024 11:53:25,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGG4G2,12/02/2024 11:47:22,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGG2N9,12/02/2024 11:40:56,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGFNKD,12/02/2024 11:22:04,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGFBHG,12/02/2024 10:37:51,Rejeitado,Cartão de Crédito,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGGDHG,12/02/2024 12:24:37,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGFMCK,12/02/2024 11:16:23,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGFK1B,12/02/2024 11:06:40,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGFI58,12/02/2024 11:00:06,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGFHEI,12/02/2024 10:57:44,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGFF0B,12/02/2024 10:49:06,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGGBO5,12/02/2024 12:17:18,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGF9P9,12/02/2024 10:31:44,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGF2NI,12/02/2024 10:07:11,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGEEEG,12/02/2024 09:33:53,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGF26I,12/02/2024 10:05:52,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGF1KM,12/02/2024 10:04:37,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGF1I9,12/02/2024 10:04:23,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGEP0M,12/02/2024 09:57:49,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGEKI3,12/02/2024 09:47:44,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGEEPB,12/02/2024 09:35:33,Aprovado,Cartão de Crédito,Produto principal,12,9.74,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGEDM3,12/02/2024 09:32:06,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGF8D5,12/02/2024 10:26:24,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGEBMD,12/02/2024 09:27:52,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGEA3E,12/02/2024 09:25:09,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGE7KP,12/02/2024 09:20:11,Rejeitado,Cartão de Crédito,Produto principal,4,26.09,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGE7GB,12/02/2024 09:19:36,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGE77H,12/02/2024 09:18:28,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGF80L,12/02/2024 10:24:47,Rejeitado,Cartão de Crédito,Produto principal,12,9.74,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGGL2L,12/02/2024 12:54:13,Aprovado,Cartão de Crédito,Produto principal,12,9.74,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGGLP3,12/02/2024 12:57:32,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGGM3B,12/02/2024 12:58:04,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGAIH8,11/02/2024 21:08:48,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGB93L,11/02/2024 22:47:01,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGB3M6,11/02/2024 22:12:21,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGB3BM,11/02/2024 22:09:40,Aprovado,Cartão de Crédito,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGB39P,11/02/2024 22:09:01,Aprovado,Pix,Produto principal,1,0.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGB17H,11/02/2024 21:56:22,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGB0O8,11/02/2024 21:54:08,Cancelado,Cartão de Crédito,Produto principal,12,9.74,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGAGMN,11/02/2024 20:59:24,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGBA59,11/02/2024 22:54:07,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGBHI4,11/02/2024 23:45:00,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGBI8K,11/02/2024 23:50:45,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGBIIP,11/02/2024 23:53:38,Rejeitado,Cartão de Crédito,Produto principal,4,26.09,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGBIP9,11/02/2024 23:55:51,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGC8G3,12/02/2024 04:05:06,Aprovado,Cartão de Crédito,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGC7LI,12/02/2024 03:41:49,Aprovado,Cartão de Crédito,Produto principal,12,9.74,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGB9L7,11/02/2024 22:51:50,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGBA92,11/02/2024 22:55:07,Aprovado,Cartão de Crédito,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGGO8N,12/02/2024 13:07:00,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGC8PP,12/02/2024 04:19:23,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGCMB5,12/02/2024 07:17:26,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGCM8H,12/02/2024 07:16:53,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGCM46,12/02/2024 07:15:57,Cancelado,Cartão de Crédito,Produto principal,12,9.74,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGCM09,12/02/2024 07:15:16,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGD01L,12/02/2024 07:34:57,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGDIJ7,12/02/2024 08:44:52,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGBH8J,11/02/2024 23:42:20,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGBCDH,11/02/2024 23:08:28,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGBGO0,11/02/2024 23:39:10,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGBGAB,11/02/2024 23:35:21,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGBG60,11/02/2024 23:34:20,Aprovado,Cartão de Crédito,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGBF5P,11/02/2024 23:26:55,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGBELK,11/02/2024 23:24:13,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGBDL6,11/02/2024 23:16:34,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGC6OA,12/02/2024 03:17:30,Cancelado,Cartão de Crédito,Produto principal,6,17.9,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGC5NG,12/02/2024 02:50:08,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGC5EL,12/02/2024 02:40:03,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGH4BF,12/02/2024 13:32:05,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGDM6J,12/02/2024 08:56:13,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGHHAD,12/02/2024 14:21:26,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGHG11,12/02/2024 14:16:54,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGHCBH,12/02/2024 14:03:45,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGHAED,12/02/2024 13:56:25,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGH5GB,12/02/2024 13:36:49,Aprovado,Cartão de Crédito,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGH2LG,12/02/2024 13:25:38,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGC4NH,12/02/2024 02:26:05,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGH25O,12/02/2024 13:23:15,Devolvida,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGH0NH,12/02/2024 13:17:32,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGH0FB,12/02/2024 13:16:12,Rejeitado,Cartão de Crédito,Produto principal,2,50.69,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGGPO5,12/02/2024 13:13:37,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGGOP6,12/02/2024 13:09:33,Rejeitado,Cartão de Crédito,Produto principal,12,9.74,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGGOAB,12/02/2024 13:07:13,Rejeitado,Cartão de Crédito,Produto principal,12,9.74,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGDJ30,12/02/2024 08:46:05,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGAEJM,11/02/2024 20:48:07,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGC0P5,12/02/2024 01:18:26,Aprovado,Cartão de Crédito,Produto principal,12,9.74,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGBKCN,12/02/2024 00:08:43,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGBL3H,12/02/2024 00:15:37,Cancelado,Cartão de Crédito,Produto principal,12,9.74,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGBLGB,12/02/2024 00:20:06,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGBLK6,12/02/2024 00:21:27,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGBLO9,12/02/2024 00:23:04,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGBMFE,12/02/2024 00:28:58,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGBNB0,12/02/2024 00:35:15,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGBOL1,12/02/2024 00:50:53,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGBOLB,12/02/2024 00:51:07,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGC32C,12/02/2024 01:50:40,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGC8N1,12/02/2024 04:14:52,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGC3E8,12/02/2024 01:58:52,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGC415,12/02/2024 02:05:51,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DGC42M,12/02/2024 02:07:18,Cancelado,Cartão de Crédito,Produto principal,12,9.74,97.0,91.25,"97,00",default,Produtor
PPCPMTB5E5FOBI,01/04/2024 19:24:35,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5E5G2K2,01/04/2024 19:46:16,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5E5G3AO,01/04/2024 19:49:13,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5E66C44,03/04/2024 11:47:24,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5E66MG4,03/04/2024 12:25:19,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5E66J9J,03/04/2024 12:13:33,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5E66J1A,03/04/2024 12:12:26,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5E67B0P,03/04/2024 13:14:51,Expirado,Pix,Produto principal,1,0.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5E66IHC,03/04/2024 12:11:09,Aprovado,Cartão de Crédito,Produto principal,12,9.74,97.0,91.25,"97,00",default,Produtor
PPCPMTB5E66ECA,03/04/2024 11:55:50,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5E66C2D,03/04/2024 11:47:10,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5E670A3,03/04/2024 12:38:41,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5E666B9,03/04/2024 11:25:18,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5E665O9,03/04/2024 11:23:09,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5E662LJ,03/04/2024 11:10:21,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5E661M2,03/04/2024 11:06:17,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5E65HL6,03/04/2024 10:23:30,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5E65BE7,03/04/2024 09:56:52,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5E66ML3,03/04/2024 12:26:02,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5E672IH,03/04/2024 12:46:51,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5E610FA,02/04/2024 20:30:39,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5E61467,02/04/2024 20:48:22,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5E61H3G,02/04/2024 21:48:06,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5E61FC5,02/04/2024 21:40:00,Aprovado,Cartão de Crédito,Produto principal,12,9.74,97.0,91.25,"97,00",default,Produtor
PPCPMTB5E61DG8,02/04/2024 21:31:15,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5E619I4,02/04/2024 21:13:06,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5E616IL,02/04/2024 20:59:09,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5E61565,02/04/2024 20:52:47,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5E6128C,02/04/2024 20:39:01,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5E676LF,03/04/2024 13:00:24,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5E63CCF,03/04/2024 07:35:31,Aprovado,Cartão de Crédito,Produto principal,12,9.74,97.0,91.25,"97,00",default,Produtor
PPCPMTB5E63EAG,03/04/2024 07:45:13,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5E63L9H,03/04/2024 08:16:07,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5E652NL,03/04/2024 09:34:01,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5E6799N,03/04/2024 13:09:02,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5E678O3,03/04/2024 13:07:26,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5E66H7A,03/04/2024 12:06:11,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5E6DHM3,04/04/2024 09:13:43,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5E5G610,01/04/2024 20:01:28,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5E7F28F,07/04/2024 13:03:17,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5E77AO5,06/04/2024 14:47:48,Aprovado,Cartão de Crédito,Produto principal,12,9.74,97.0,91.25,"97,00",default,Produtor
PPCPMTB5E7BKIB,07/04/2024 04:20:53,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5E7BKL9,07/04/2024 04:26:28,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5E7BL63,07/04/2024 04:38:48,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5E7BL91,07/04/2024 04:44:58,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5E7F428,07/04/2024 13:13:34,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5E7EHEH,07/04/2024 12:06:31,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5E787LJ,06/04/2024 16:29:04,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5E7EGD3,07/04/2024 12:00:19,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5E7E83C,07/04/2024 11:18:09,Aprovado,Cartão de Crédito,Produto principal,12,9.74,97.0,91.25,"97,00",default,Produtor
PPCPMTB5E7E232,07/04/2024 10:50:56,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5E7DK0H,07/04/2024 10:13:24,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5E7DE8M,07/04/2024 09:47:08,Aprovado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5E7DCOJ,07/04/2024 09:40:50,Aprovado,Cartão de Crédito,Produto principal,4,26.09,97.0,91.25,"97,00",default,Produtor
PPCPMTB5E784K8,06/04/2024 16:16:07,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5E78K6D,06/04/2024 17:26:56,Devolvida,Cartão de Crédito,Produto principal,12,9.74,97.0,91.25,"97,00",default,Produtor
PPCPMTB5E6E6L4,04/04/2024 09:49:17,Expirado,Pix,Produto principal,1,97.0,97.0,91.25,"97,00",default,Produtor
